id,time,user_id,username,name,place,tweet,label
"""1189693982659481600""",00:02:03,"""298302794""",Dan Doubet,dandoubet,"Pennsylvania, USA","โLandlords: weโre the best.โ
โBanking: where else are you gonna put your money?โ
โPipelines: you werenโt using that strip of forest anyway.โ https://t.co/FavxHpVngM",1
"""1189690989528698880""",23:50:09,"""48986846""",Loren Anderson,landerso30,"Pittsburgh, Pa","#natgas powers the Eds and Meds in the city that he takes credit for and powered the machinery that built the bike lanes throughout, not to mention the asphalt and concrete necessary for it to exist. Bikes are also made from plastics and metals. https://t.co/C8npncm31J",1
"""1189688153713586176""",23:38:53,"""1096750583569092608""",Xtinasworld99,Xtinasworld99,"Pennsylvania, USA","RT @UnlessPA: Sunoco claims they know how to install pipelines. This photo shows otherwise. Not only do the pipes not meet up, they have to cross over each other to match up with their corresponding diameter pipes. #fail #haltmarinernow https://t.co/ZBWbOej6Wo",0
"""1189688060381818880""",23:38:31,"""1096750583569092608""",Xtinasworld99,Xtinasworld99,"Pennsylvania, USA","RT @MelisMamabear: @UnlessPA @SenatorDinniman @Iamfluid @ChescoBigOil @annetteRmurray @EricFriedmanPA @WestWhitelandPA @BerksGasTruth @GheorghiuAndy @PhilaPSR Iโm feeling more confident in my 3rd graderโs ability to design and plan a project. If only @EnergyTransfer were designing the placement of crayons instead of high pressured transmission pipelines carrying highly expandable, combustible and volatile liquids... https://t.co/bKgfomY0AN",0
"""1189687878529490948""",23:37:48,"""179169257""",Sarah Wochele,sarahpaira,"Lewisburg, PA","RT @zhaabowekwe: Keystone pipeline leaks โunknown quantity of oilโ in North Dakota...[while pending Line 3, KXL, TM pipelines push to expand fossil fuel industry]. 

Tell me again how putting our finite water aquifers at risk so big oil can keep profiting is worth it...

https://t.co/R7sVcvRhl5",1
"""1189687193553506304""",23:35:04,"""42950890""",New Castle News,NewCastleNews,"New Castle, Pa.",Students at George Washington Intermediate School were evacuated around 11:30 a.m. Wednesday morning as a teacher reported a suspected smell of natural gas. https://t.co/HgPRIeQp8P,0
"""1189685169831022594""",23:27:02,"""69646778""",Ou-Stella Liang,oustella,"Philadelphia, PA",Really inspired by the vision of the researchers at @CancerDataLab who developed a common data model dedicated to pediatric cancer research. They also develop reusable analytic pipelines for cancer biology researchers. The networking event @DrexelCCI was great. https://t.co/pHtEQXAzoO,0
"""1189683201649913856""",23:19:13,"""1721193062""",Camera Bartolotta,CameraForSenate,"Monongahela, PA","RT @MarcellusGas: Investments in community projects like parks, roads, and bridges ""would not have been possible without the natural gas impact tax,"" local leaders continue to say. 

Learn more about the direct community benefits of Pa.'s unique #natgas tax: https://t.co/1SQEplvbkQ https://t.co/IpoZkD4UTL",1
"""1189676941407932416""",22:54:20,"""896528021447954432""",Maggie,Talk503,"Pennsylvania, USA","RT @BigMikeWalsh: .@PA_PUC How much liability are you and @GovernorTomWolf @JohnFetterman @PAAttorneyGen Willing to incur in favor of export HVL pipelines over Health, safety and the lives of Pennsylvanians? https://t.co/1Z4ufJYyAU",0
"""1189673663915855872""",22:41:19,"""850847596419698692""",Tirzah Duren,tzduren,"Philadelphia, PA","RT @CatoInstitute: Why is Puerto Rico buying liquefied natural gas from Russia instead of the U.S?

An outdated 1920s law called the Jones Act.

#EndTheJonesAct

https://t.co/XLWylWQOhc https://t.co/LyJlcxlI5Q",1
"""1189672742347583494""",22:37:39,"""3173316394""",Bradley Foster,Brad_E_Foster,"Pittsburgh, PA",#natgas | https://t.co/GxN8oX4GS9 via @Barchart,0
"""1189672537036341259""",22:36:50,"""896528021447954432""",Maggie,Talk503,"Pennsylvania, USA","RT @MelisMamabear: @UnlessPA @SenatorDinniman @Iamfluid @ChescoBigOil @annetteRmurray @EricFriedmanPA @WestWhitelandPA @BerksGasTruth @GheorghiuAndy @PhilaPSR Iโm feeling more confident in my 3rd graderโs ability to design and plan a project. If only @EnergyTransfer were designing the placement of crayons instead of high pressured transmission pipelines carrying highly expandable, combustible and volatile liquids... https://t.co/bKgfomY0AN",0
"""1189672099817906176""",22:35:06,"""880603745155002370""",UwchlanSafetyCoaliti,UwchlanSafetyCo,"Lionville, PA","RT @MelisMamabear: @UnlessPA @SenatorDinniman @Iamfluid @ChescoBigOil @annetteRmurray @EricFriedmanPA @WestWhitelandPA @BerksGasTruth @GheorghiuAndy @PhilaPSR Iโm feeling more confident in my 3rd graderโs ability to design and plan a project. If only @EnergyTransfer were designing the placement of crayons instead of high pressured transmission pipelines carrying highly expandable, combustible and volatile liquids... https://t.co/bKgfomY0AN",0
"""1189671735160950784""",22:33:39,"""2543934432""",Mary Lou Benjamin,loondale,"Pennsylvania, USA",@skywal01 @AOC They are wind 'turbines.' I call 'em windmills. Most folks don't like seeing them in rural landscapes. Private land owners in PA can do what they want on their property with right permits. I KNOW all about natural gas as we live on top of Marcellus shale.,0
"""1189671356637569024""",22:32:09,"""882327110282608640""",Melis,MelisMamabear,"Pennsylvania, USA","@UnlessPA @SenatorDinniman @Iamfluid @ChescoBigOil @annetteRmurray @EricFriedmanPA @WestWhitelandPA @BerksGasTruth @GheorghiuAndy @PhilaPSR Iโm feeling more confident in my 3rd graderโs ability to design and plan a project. If only @EnergyTransfer were designing the placement of crayons instead of high pressured transmission pipelines carrying highly expandable, combustible and volatile liquids... https://t.co/bKgfomY0AN",1
"""1189664251197239300""",22:03:55,"""1032818599902236672""",@thortex,ThortexAmerica,"Collegeville, PA","RT @EnergyTransfer: The #MarcusHook Industrial Complex continues to bustle this season as laborers representing various trades continue working to revamp the former Sunoco oil refinery to a world-class energy hub. 

https://t.co/ZhM56jTVe1

#MHIC #MarinerEast #Pipelines #Pennsylvania #UnionStrong https://t.co/jhLP5ORM64",0
"""1189657318713106432""",21:36:22,"""25294856""",Camera Bartolotta,DolceProduction,"Pittsburgh, PA","RT @senbartolotta: #HappeningNow Briefing of the Gas and Oil Caucus by industry experts on progress underway and innovations employed to curb methane emissions from natural gas operations and infrastructure
@SenJohnBlake @MarcellusGas https://t.co/jTYHIWI9CC",1
"""1189656465600077825""",21:32:58,"""2400131125""",ROD WILT,Rod_Wilt,Western PA,"RT @ThePatHenderson: To recap: nuclear facilities should receive up to $800M in subsidies to recognize their โenvironmental attributes.โ Perhaps #NatGas &amp; coal should be subsidized for their environmental attributes of, you know, not killing the Bay. #TurtlesArePeopleToo https://t.co/lKSbcBarmh",1
"""1189653750736179203""",21:22:11,"""1064378120""",Richard Weiss,_RL_W,Pittsburgh area,"RT @PghGreenLeft: We should oppose all petro development including the Shell cracker plant being built right now, but it's a start. I hope more local officials speak out about petrochemicals, #fracking, #pipelines -- we don't need more fossil fuel infrastructure, we need a #GreenNewDeal. https://t.co/PPno0pk1eN",1
"""1189647054315950086""",20:55:34,"""141318249""",The Energy Co-op,theenergy_coop,"Philadelphia, PA","RT @cjaramillo: When buying from a renewable supplier customers get the same gas [no change needed] while incentivizing a renewable market. ""We [advance a cause] by asking people to pay a little more for sustainable energy,โ said @theenergy_coop https://t.co/dYVP3nKDmO",0
"""1189644525117026304""",20:45:31,"""604265853""",Joy Being Joy,DrJoyBJo,Greater Philadelphia,"This WHOLE THREAD by @AcevedoWrites 
https://t.co/cRG9YWCJHX
Wanna trace the origin of S2P pipelines?
Consider freedom of space policies &amp; dis-empowering pedagogies that try to control every aspect of the learning experience. Where Ss go, sit, chill...what they read, write, speak",1
"""1189641939320217601""",20:35:15,"""2827086708""",Cherie Edwards,CherieEdwards42,"Philadelphia, PA","RT @lakotalaw: All pipelines leak. 

This is why we can't allow #KeystoneXL to extend the risk to our land, air, and water. https://t.co/lgr9FVT9My",1
"""1189636212312723456""",20:12:30,"""943852601266900992""",zoรซ wilkinson esqueleta ๐ดโโ ๏ธ๐ดโโ ๏ธ,zoedottxt,"Philadelphia, PA","@SerenaBonaretti I just shared pyKNEEr (specifically the Example 1 notebook via binder) with a researcher as an example of what to strive towards in creating pipelines/exploring data in notebooks, and they were super excited about it :))",1
"""1189634035364044801""",20:03:51,"""825799311959138304""",Renรฉe Donahey,renaitre8,"Yardley, PA","RT @don_bowser: @Ladylight8 Well all roads also lead to the natural gas sector linking #PA01, #Texas, #DC to #Ukraine and eventually to #Russia and #Firtash. #Parnas and #Fruman wanted to get a piece of Ukraine gas sector - US wants to sell more NG.",0
"""1189630246686998528""",19:48:47,"""94389005""",Stanley Berard,spberard,"Lock Haven, PA","""The companyโs collapse underscores how deeply cheap natural gas and renewable energy resources have cut into coalโs share of the U.S. power market."" https://t.co/sRu5BaN7Wu",1
"""1189627350910226432""",19:37:17,"""2559006059""",Grant Ervin,ervin_grant,Pittsburgh PA,@NoPetroPA @PGHtransit @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh Here is some of the lasted science and economics from @UCSUSA https://t.co/DLZQzC5P2U,0
"""1189625560185655296""",19:30:10,"""2559006059""",Grant Ervin,ervin_grant,Pittsburgh PA,"@NorthsideRide @PGHtransit @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh True, tech will not โsaveโ us, but we making buying decisions all the time, itโs about buying better and taking better account of what we buy. https://t.co/DLZQzC5P2U",0
"""1189621106480693249""",19:12:28,"""14617549""",DW Berkley,DWBerkley,"Pittsburgh, PA","San Jose moves to boost electric use in homes, mayor touts electric cars as PG&amp;E power shutdown continues https://t.co/LXIuuUVfVl via @mercnews",1
"""1189617860945035266""",18:59:34,"""4199352965""",Swagelok Pittsburgh,SwagelokPGH,"Pittsburgh, PA","""End-users of natural gas, which include households, businesses, manufacturers, and electric power generators, have seen $1.1 trillion in energy savings since 2008,"" states the @PennBizReport: https://t.co/qrRADMvQti 

#naturalgas #energy #shale",1
"""1189615312980905985""",18:49:27,"""1490838589""",Senator Bob Mensch,SenatorMensch,"Red Hill, PA","My SB 596, which was voted out of committee, will help spur development of transportation infrastructure to support the new generation of electric, natural gas and hydrogen vehicles and equipment. https://t.co/LiXUZFZvH8",1
"""1189614040697507840""",18:44:23,"""867920480942133248""",BahamaMama,BahamaMama53,"Pennsylvania, USA","RT @sunnshiiny: Chinese state corporations and private Chinese corporations are major investors in the Alberta economy. Natural Gas and Oil Sands land leases are owned by several Chinese investors, as well as other foreign investors.",0
"""1189613705232834560""",18:43:03,"""231881000""",PRLA,prlaorg,"Harrisburg, Pa","Brace yourselves, winter is coming. And if you haven't given our preferred energy partner, AUI Associates Inc., a call to review your electric and natural gas bills, then you might end up paying higher energy rates this winter. Learn more: https://t.co/KGhMIj4e85 https://t.co/1DTyAwi2bh",1
"""1189612867676454912""",18:39:44,"""1052657481296568320""",RethinkVets,RethinkVets,"Pittsburgh, PA",RT @NoPetroPA: @PGHtransit @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh I heard that the total cost of ownership is less for electric vs diesel and natural gas busses. Have you found that to be true?,1
"""1189612847736721408""",18:39:39,"""3116036470""",p4 Pittsburgh,p4pittsburgh,"Pittsburgh, PA",RT @NoPetroPA: @PGHtransit @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh I heard that the total cost of ownership is less for electric vs diesel and natural gas busses. Have you found that to be true?,1
"""1189612807991504898""",18:39:30,"""1603459808""",The Heinz Endowments,HeinzEndow,"Pittsburgh, PA",RT @NoPetroPA: @PGHtransit @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh I heard that the total cost of ownership is less for electric vs diesel and natural gas busses. Have you found that to be true?,0
"""1189612003821834240""",18:36:18,"""1052657481296568320""",RethinkVets,RethinkVets,"Pittsburgh, PA","RT @PGHtransit: @NoPetroPA @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh We donโt have any electric or natural gas buses in our fleet just yet, but weโll find out soon enough.",0
"""1189611986658742272""",18:36:14,"""3116036470""",p4 Pittsburgh,p4pittsburgh,"Pittsburgh, PA","RT @PGHtransit: @NoPetroPA @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh We donโt have any electric or natural gas buses in our fleet just yet, but weโll find out soon enough.",0
"""1189611953330774017""",18:36:06,"""1603459808""",The Heinz Endowments,HeinzEndow,"Pittsburgh, PA","RT @PGHtransit: @NoPetroPA @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh We donโt have any electric or natural gas buses in our fleet just yet, but weโll find out soon enough.",1
"""1189610909888581632""",18:31:57,"""349193151""",PA Manufacturers,PAManufacturers,"Harrisburg, PA USA","RT @MarinerEast2: All of the above! Our Mariner East 2 #pipeline moves ethane, butane, and propane. These are described as natural gas liquids because they move through the pipe in liquid form. #TriviaTuesday https://t.co/rVJYYVbvpz",0
"""1189610782805377024""",18:31:27,"""2387746658""",Nancy L. Rogers,NancyLRogers1,"Pennsylvania, USA","RT @SenTedCruz: Time is running out to stop Nord Stream 2. In a few short months, Russia will have completed its natural gas pipeline โ putting Putin in a position to further expand his military, exploit our European allies, and threaten U.S. energy security. https://t.co/8D7KcmP2F5",0
"""1189610730934415361""",18:31:14,"""394788738""",Helen Gerhardt,Helen_Gerhardt,Pittsburgh,"RT @PghGreenLeft: We should oppose all petro development including the Shell cracker plant being built right now, but it's a start. I hope more local officials speak out about petrochemicals, #fracking, #pipelines -- we don't need more fossil fuel infrastructure, we need a #GreenNewDeal. https://t.co/PPno0pk1eN",0
"""1189610596360245248""",18:30:42,"""1750604534""",James Blynt,benjred,"Erie, PA","RT @business: First Greenland, now this https://t.co/LVgrkE4wtL",0
"""1189610098483761152""",18:28:44,"""48695894""",Port Authority PGH,PGHtransit,"Pittsburgh, PA","@NoPetroPA @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh We donโt have any electric or natural gas buses in our fleet just yet, but weโll find out soon enough.",0
"""1189608640170418176""",18:22:56,"""14617549""",DW Berkley,DWBerkley,"Pittsburgh, PA",Thereโs enough for all: โU.S. Natural Gas Exports Double Jan-Jun 2019โ https://t.co/uHqupcveea,1
"""1189608623661633537""",18:22:52,"""2571176766""",MarinerEast2,MarinerEast2,"Philadelphia, PA","All of the above! Our Mariner East 2 #pipeline moves ethane, butane, and propane. These are described as natural gas liquids because they move through the pipe in liquid form. #TriviaTuesday https://t.co/rVJYYVbvpz",1
"""1189608401195749376""",18:21:59,"""799231618879803392""",Tom Herrelko,TomHerrelko,"Pennsylvania, USA","RT @SecretaryPerry: The transitional period that weโre in right now hinges on natural gas, carbon capture, and other advanced technologies like nuclear, as we move from older inefficient powerplants to a future with lower energy related emissions.ย #FII2019 https://t.co/qnk5SQuCiQ",1
"""1189605624520364033""",18:10:57,"""305517960""",Nearby Nature,Nearby_nature,"Pittsburgh, PA",RT @PennFuture: This Climate Action Summit is being held in the same venue in Pittsburgh that hosted the Shale Insight natural gas conference last week. Two very different visions and hopes for the future. #ClimateActionPGH https://t.co/is4yHy5DTV,1
"""1189604479177351169""",18:06:24,"""827297962342612992""",NoPetroPA,NoPetroPA,"Pittsburgh, PA",@PGHtransit @ervin_grant @missyourdy @DuquesneLight @HeinzEndow @ElectricRoadmap @NRDCEnergy @BreatheProject @GASPPgh I heard that the total cost of ownership is less for electric vs diesel and natural gas busses. Have you found that to be true?,1
"""1189601301384040449""",17:53:46,"""823022005469351936""",Kat๐บ๐ฒ๐ฐ๐ช๐,theKatKatShow,"Pennsylvania, USA",@mattgphotograph @tictoc Very low. Imagine all the leaking natual gas distribution and gathering pipelines alone that need replaced in America,0
"""1189600746905460742""",17:51:34,"""2600230399""",PA Chemical Industry Council,PAChemCouncil,"Harrisburg, PA","Kirk Gerdes with @NETL_DOE discusses advancements in energy efficiency, emission reductions, role natural gas plays in supporting penetration of renewables into the market and the needs of a future workforce in energy on a panel hosted by TEAM Consortium. https://t.co/63fIiuXUeI",1
"""1189599543165407232""",17:46:47,"""2825077411""",Arvind P. Ravikumar,arvindpawan1,"Philadelphia, PA","Interesting case of climate mitigation plans (through electrification of natural gas end uses) being in conflict with climate adaptation plans (#PSPS).

Understanding how mitigation and adaptation plans interact will be a critical aspect of #ClimateAction.
https://t.co/nUnKtbt77w",1
"""1189586020259508224""",16:53:03,"""349193151""",PA Manufacturers,PAManufacturers,"Harrisburg, PA USA","RT @MarinerEast2: Have you heard the GREAT news? Increased #natgas production led to $1.1 trillion in energy savings for end users in PA, OH and WV since 2008. #PAProud Mariner East 2 #pipeline could contribute to these cost savings! @ShaleCresUSA @PennBizReport https://t.co/Ka2AND6Ra9",1
"""1189585291910234112""",16:50:09,"""2571176766""",MarinerEast2,MarinerEast2,"Philadelphia, PA","Have you heard the GREAT news? Increased #natgas production led to $1.1 trillion in energy savings for end users in PA, OH and WV since 2008. #PAProud Mariner East 2 #pipeline could contribute to these cost savings! @ShaleCresUSA @PennBizReport https://t.co/Ka2AND6Ra9",1
"""1189583536111738880""",16:43:11,"""14617549""",DW Berkley,DWBerkley,"Pittsburgh, PA",Natural Gas Prices Jump as Producers Promise Restraint - Prices for the heating fuel are on the rise with forecasts of a cold front https://t.co/KDS1hp1fmG via @WSJ,1
"""1189583248273367041""",16:42:02,"""37755455""",Marcellus Shale,MarcellusGas,"Pittsburgh, Pa.","ICYMI: ""We were already well on our way in large part โ and actually since met what were proposed [Obama-era Clean Power Plan] goals โ primarily because of the shift towards cleaner natural gas,"" @SecMcDonnell told lawmakers this year. https://t.co/wjnBF0IoPj",0
"""1189582414579941376""",16:38:43,"""2571176766""",MarinerEast2,MarinerEast2,"Philadelphia, PA","RT @EnergyTransfer: The #MarcusHook Industrial Complex continues to bustle this season as laborers representing various trades continue working to revamp the former Sunoco oil refinery to a world-class energy hub. 

https://t.co/ZhM56jTVe1

#MHIC #MarinerEast #Pipelines #Pennsylvania #UnionStrong https://t.co/jhLP5ORM64",1
"""1189582298804641793""",16:38:16,"""14617549""",DW Berkley,DWBerkley,"Pittsburgh, PA",CNX says it's adjusting to low natural gas prices https://t.co/auVPB98oMx,1
"""1189582235944607744""",16:38:01,"""783689124565901312""",PSU Ag &amp, Shale Law,"State College, PA","#ShaleLaw HotLink: ""EIA projects that natural gas consumption in Asia will continue to outpace supply"" https://t.co/XizTLJOxxW @EIAgov #naturalgas #energy #consumption #projections",1
"""1189579951714045954""",16:28:56,English,"""1122652658995802112""",Locked an Loaded,0,RT @Graenni: Did @AOC really tell Alaskans to use solar? The state that produces billions in oil &amp,0
"""1189576136457621504""",16:13:46,"""3116036470""",p4 Pittsburgh,p4pittsburgh,"Pittsburgh, PA","RT @DanielleWenner: Pediatrician Ned Ketyer tells us about 5 threats to #PublicHealth from petrochemical fracking:
(1) shale gas well pads &amp; associated infrastructure introduce new dangers to public safety
#ClimateActionPGH",0
"""1189574498233782272""",16:07:16,"""4219327827""",Danielle M. Wenner,DanielleWenner,"Pittsburgh, PA","Pediatrician Ned Ketyer tells us about 5 threats to #PublicHealth from petrochemical fracking:
(1) shale gas well pads &amp; associated infrastructure introduce new dangers to public safety
#ClimateActionPGH",0
"""1189573353415364611""",16:02:43,"""3116036470""",p4 Pittsburgh,p4pittsburgh,"Pittsburgh, PA",RT @PennFuture: This Climate Action Summit is being held in the same venue in Pittsburgh that hosted the Shale Insight natural gas conference last week. Two very different visions and hopes for the future. #ClimateActionPGH https://t.co/is4yHy5DTV,1
"""1189571280472825856""",15:54:29,"""88716195""",PG Business Staff,businessPG,Pittsburgh,"RT @pg_tlindeman: PUC judge gives go-ahead to $4.3 billion Aqua deal to buy Peoples Natural Gas, reports @AnyaLitvak โThis is the essence of the regulatory compact,โ the judge wrote. โThe fact that shareholders will earn a return is not nefarious or manipulative. 

https://t.co/yBhXnZoGll https://t.co/fWJoH5zd4Y",1
"""1189569689195823104""",15:48:09,"""4219327827""",Danielle M. Wenner,DanielleWenner,"Pittsburgh, PA","Biggest contributors among newly permitted projects are liquid natural gas export projects, followed by cracker plants.",1
"""1189567994344681472""",15:41:25,"""4219327827""",Danielle M. Wenner,DanielleWenner,"Pittsburgh, PA","Development of Marcellus &amp; Utica shales reqs something to do with the natural gas liquids, particularly the ethane, which makes up ~50%. This drives rapid increase in plastics production even while demand is decreasing. Rumors of up to 5 more cracker plants to be added in region. https://t.co/mJzWpTKDcz",1
"""1189565647732334597""",15:32:06,"""372277855""",Breathe Project,BreatheProject,"Pittsburgh, PA","RT @PghGreenLeft: We should oppose all petro development including the Shell cracker plant being built right now, but it's a start. I hope more local officials speak out about petrochemicals, #fracking, #pipelines -- we don't need more fossil fuel infrastructure, we need a #GreenNewDeal. https://t.co/PPno0pk1eN",1
"""1189563876234481665""",15:25:03,"""2189460066""",Pittsburgh Green Left ๐ป๐ฅ,PghGreenLeft,"Pittsburgh, PA","We should oppose all petro development including the Shell cracker plant being built right now, but it's a start. I hope more local officials speak out about petrochemicals, #fracking, #pipelines -- we don't need more fossil fuel infrastructure, we need a #GreenNewDeal. https://t.co/PPno0pk1eN",1
"""1189563575716724736""",15:23:52,"""3173316394""",Bradley Foster,Brad_E_Foster,"Pittsburgh, PA","Huge Battery Investments Drop Energy-Storage Costs Faster Than Expected, Threatening Natural Gas via @forbes https://t.co/4xCvEsWqIG",0
"""1189563437359067136""",15:23:19,"""3173316394""",Bradley Foster,Brad_E_Foster,"Pittsburgh, PA",#natgas | Analysts call for US working natural gas in storage to add 85 Bcf: survey https://t.co/G0NbWsgJZn,1
"""1189561400240300032""",15:15:13,"""21352055""",bsonder,bsonder,"Philadelphia, PA","Read or listen to @maddow โs new book because itโs all about oil, natural gas and Rex Tillerson is part of the story #Blowout https://t.co/7vpOtwcwpJ",1
"""1189559451457642497""",15:07:28,"""466865824""",Waypoint Consulting,WaypointBI,"West Chester, PA","Super insightful article on the benefits of data lakes! Check out the link below for the full article 
https://t.co/5HBrDxSleP

#datafam #dataanalytics #dataanalysis #datamanagement #datalake #datamanagement #datagovernance #datavisualization #dataviz https://t.co/ww7fuXHzCg",1
"""1189558909268320257""",15:05:19,"""392947359""",Landscape Observer,LandscapeObserv,"Harrisburg, Pennsylvania",RT @PennFuture: This Climate Action Summit is being held in the same venue in Pittsburgh that hosted the Shale Insight natural gas conference last week. Two very different visions and hopes for the future. #ClimateActionPGH https://t.co/is4yHy5DTV,0
"""1189558108965822465""",15:02:08,"""1198268408""",Philadelphia Gas Works,MyPGW,"Philadelphia, PA",Prepping and cooking 300 plus meals a day is no easy task. Chef Hugo at @Philabundance knows he can rely on his natural gas powered kitchen appliances in order to cook these crucial meals. https://t.co/4KrWanuNZH,0
"""1189556038137241600""",14:53:55,"""1142137789645053953""",HaltMarinerNow,HaltMarinerNow,"Pennsylvania, USA","RT @BigMikeWalsh: .@PA_PUC How much liability are you and @GovernorTomWolf @JohnFetterman @PAAttorneyGen Willing to incur in favor of export HVL pipelines over Health, safety and the lives of Pennsylvanians? https://t.co/1Z4ufJYyAU",0
"""1189555827461578755""",14:53:04,"""3308811087""",Protect PT,ProtectPT,"Pennsylvania, USA","RT @UnlessPA: Sunoco claims they know how to install pipelines. This photo shows otherwise. Not only do the pipes not meet up, they have to cross over each other to match up with their corresponding diameter pipes. #fail #haltmarinernow https://t.co/ZBWbOej6Wo",1
"""1189555771681509382""",14:52:51,"""3365929053""",PBWF2013,ryl5858,PA,RT @CleanAirCouncil: Pennsylvania is already feeling the impacts of climate change. Tell @GovernorTomWolf he must cut climate-warming methane pollution from existing natural gas facilities โ https://t.co/s7azwJ4O3p https://t.co/CBs89NYYQ9,1
"""1189554061944725505""",14:46:03,"""888142042353864705""",Carrie,UnlessPA,"Chester County, PA","RT @BigMikeWalsh: .@PA_PUC How much liability are you and @GovernorTomWolf @JohnFetterman @PAAttorneyGen Willing to incur in favor of export HVL pipelines over Health, safety and the lives of Pennsylvanians? https://t.co/1Z4ufJYyAU",1
"""1189553447651217408""",14:43:37,English,"""960871235075878912""",Comrade Revere,0,RT @Graenni: Did @AOC really tell Alaskans to use solar? The state that produces billions in oil &amp,1
"""1189552177016180736""",14:38:34,"""37755455""",Marcellus Shale,MarcellusGas,"Pittsburgh, Pa.",Learn how local energy companies are deploying technology to develop more clean #natgas with less surface disturbance. https://t.co/VnuVxE1vCN,1
"""1189551704825585664""",14:36:41,"""37755455""",Marcellus Shale,MarcellusGas,"Pittsburgh, Pa.","Investments in community projects like parks, roads, and bridges ""would not have been possible without the natural gas impact tax,"" local leaders continue to say. 

Learn more about the direct community benefits of Pa.'s unique #natgas tax: https://t.co/1SQEplvbkQ https://t.co/IpoZkD4UTL",1
"""1189548115071815682""",14:22:26,English,"""800331414117883904""",Shelley Belleyโญโญโญ,0,RT @Graenni: Did @AOC really tell Alaskans to use solar? The state that produces billions in oil &amp,0
"""1189543197539737600""",14:02:53,"""14768687""",Rob Pfaffmann,citywatcher,Pittsburgh,"RT @PBT_Paul: A week ago in this very convention center, I covered @SHALEINSIGHT natural gas conference and the presidentโs speech. Today, I am back to hear about the environment at #ClimateActionPGH. A lot on agenda about the shale and petrochemical industries I cover. https://t.co/PZ9uQM515G",1
"""1189542692847529984""",14:00:53,"""456795150""",Ashley Putnam,AshleyAPutnam,"Philadelphia, PA","RT @MattBergheiser: Starting hourly wages for current @westphilaskills job pipelines: $22, $17.40, $15, $17. Working with incredible employers like @Penn @ChildrensPhila @SEPTAPHILLY @PhillyFireDept to connect untapped #Philadelphia talent to life-changing careers. https://t.co/dgSWMj80yN",1
"""1189541961314787331""",13:57:58,"""1016430409721118720""",PennBot,PennBot1740,"Philadelphia, PA","RT @MattBergheiser: Starting hourly wages for current @westphilaskills job pipelines: $22, $17.40, $15, $17. Working with incredible employers like @Penn @ChildrensPhila @SEPTAPHILLY @PhillyFireDept to connect untapped #Philadelphia talent to life-changing careers. https://t.co/dgSWMj80yN",1
"""1189541672662626304""",13:56:50,"""20995205""",Penn Today,Penn_Today,"Philadelphia, PA","RT @MattBergheiser: Starting hourly wages for current @westphilaskills job pipelines: $22, $17.40, $15, $17. Working with incredible employers like @Penn @ChildrensPhila @SEPTAPHILLY @PhillyFireDept to connect untapped #Philadelphia talent to life-changing careers. https://t.co/dgSWMj80yN",0
"""1189541541875998721""",13:56:18,"""337871581""",Senator Andy Dinniman,SenatorDinniman,"West Chester, PA","RT @UnlessPA: Sunoco claims they know how to install pipelines. This photo shows otherwise. Not only do the pipes not meet up, they have to cross over each other to match up with their corresponding diameter pipes. #fail #haltmarinernow https://t.co/ZBWbOej6Wo",0
"""1189540652327100416""",13:52:46,"""2361108396""",ISEPTAPHILLY,SEPTAPHILLY,Philadelphia,"RT @MattBergheiser: Starting hourly wages for current @westphilaskills job pipelines: $22, $17.40, $15, $17. Working with incredible employers like @Penn @ChildrensPhila @SEPTAPHILLY @PhillyFireDept to connect untapped #Philadelphia talent to life-changing careers. https://t.co/dgSWMj80yN",0
"""1189539702984138752""",13:49:00,"""1603459808""",The Heinz Endowments,HeinzEndow,"Pittsburgh, PA",RT @PennFuture: This Climate Action Summit is being held in the same venue in Pittsburgh that hosted the Shale Insight natural gas conference last week. Two very different visions and hopes for the future. #ClimateActionPGH https://t.co/is4yHy5DTV,1
"""1189538604923707393""",13:44:38,"""1247375504""",Matthew Bergheiser,MattBergheiser,"Philadelphia, PA","Starting hourly wages for current @westphilaskills job pipelines: $22, $17.40, $15, $17. Working with incredible employers like @Penn @ChildrensPhila @SEPTAPHILLY @PhillyFireDept to connect untapped #Philadelphia talent to life-changing careers. https://t.co/dgSWMj80yN",1
